,AC inverter power | (W),Ambient temperature | (C),Angle of incidence | (deg),Beam irradiance | (W/m2),Diffuse irradiance | (W/m2),DC array power | (W),Global horizontal irradiance | (W/m2),Module temperature | (C),Plane of array irradiance | (W/m2),Power generated by system | (kW),Shading factor for beam radiation,Sun up over horizon | (0/1),Transmitted plane of array irradiance | (W/m2),Wind speed | (m/s)
"Jan 1, 04:00 pm",0,2.5,78.4453,7,0,3.67207,0,1.20045,1.40213,0,1,3,0.960917,4.6
"Jan 1, 05:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,4.6
"Jan 1, 06:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,2.6
"Jan 1, 07:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,2.6
"Jan 1, 08:00 pm",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,2.6
"Jan 1, 09:00 pm",0,2.7,0,0,0,0,0,2.7,0,0,1,0,0,3
"Jan 1, 10:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,3
"Jan 1, 11:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,3
"Jan 2, 12:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,1.3
"Jan 2, 01:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,1.3
"Jan 2, 02:00 am",0,1.5,0,0,0,0,0,1.5,0,0,1,0,0,1.3
"Jan 2, 03:00 am",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,4.2
"Jan 2, 04:00 am",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,4.2
"Jan 2, 05:00 am",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,4.2
"Jan 2, 06:00 am",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,6.7
"Jan 2, 07:00 am",163.378,1.9,75.2006,201,6,189.196,16,1.69354,61.4378,0.163378,1,2,49.6126,6.7
"Jan 2, 08:00 am",997.521,2,66.414,566,51,1043.18,145,5.82247,301.011,0.997521,1,1,278.422,6.7
"Jan 2, 09:00 am",1699.58,2.1,57.2332,746,63,1766.92,269,7.89799,492.519,1.69958,1,1,475.843,9.4
"Jan 2, 10:00 am",2143.17,2.2,50.5896,815,69,2226.6,354,9.77741,615.654,2.14317,1,1,604.583,9.4
"Jan 2, 11:00 am",2330.92,1.5,47.591,838,71,2421.72,389,9.84011,666.649,2.33092,1,1,657.744,9.4
"Jan 2, 12:00 pm",2230.1,0.9,48.9198,827,70,2316.9,373,11.3742,643.353,2.2301,1,1,633.539,6.4
"Jan 2, 01:00 pm",1897.62,0.3,54.2565,778,66,1971.92,306,9.12389,547.919,1.89762,1,1,533.898,6.4
"Jan 2, 02:00 pm",1312.39,-0.4,62.5705,661,55,1367.21,195,5.54777,385.519,1.31239,1,1,364.472,6.4
"Jan 2, 03:00 pm",500.641,-1,72.7812,375,30,533.716,62,0.78415,159.71,0.500641,1,1,139.419,7
"Jan 2, 04:00 pm",0,-1.7,78.4079,15,0,8.03656,0,-2.67756,3.01415,0,1,3,2.06911,7
"Jan 2, 05:00 pm",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,7
"Jan 2, 06:00 pm",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,6.5
"Jan 2, 07:00 pm",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,6.5
"Jan 2, 08:00 pm",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,6.5
"Jan 2, 09:00 pm",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,5.6
"Jan 2, 10:00 pm",0,-4,0,0,0,0,0,-4,0,0,1,0,0,5.6
"Jan 2, 11:00 pm",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,5.6
"Jan 3, 12:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,6.4
"Jan 3, 01:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,6.4
"Jan 3, 02:00 am",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,6.4
"Jan 3, 03:00 am",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,6.2
"Jan 3, 04:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,6.2
"Jan 3, 05:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,6.2
"Jan 3, 06:00 am",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,4.2
"Jan 3, 07:00 am",166.466,-2.6,75.2361,201,6,192.346,16,-2.93276,61.3069,0.166466,1,2,49.4693,4.2
"Jan 3, 08:00 am",1000.81,-1.8,66.4279,566,49,1046.57,144,3.18116,298.786,1.00081,1,1,276.18,4.2
"Jan 3, 09:00 am",1694.55,-0.9,57.2183,746,63,1761.72,270,8.65002,492.659,1.69455,1,1,476,4.3
"Jan 3, 10:00 am",2121.94,-0.1,50.5386,816,69,2204.56,355,12.4832,616.827,2.12194,1,1,605.787,4.3
"Jan 3, 11:00 am",2287.9,0.7,47.5016,839,71,2376.99,391,14.6205,668.273,2.2879,1,1,659.424,4.3
"Jan 3, 12:00 pm",2198.29,1.4,48.7995,829,70,2283.85,375,15.5491,645.975,2.19829,1,1,636.234,4
"Jan 3, 01:00 pm",1861.51,2.2,54.1191,780,65,1934.5,308,14.172,549.507,1.86151,1,1,535.594,4
"Jan 3, 02:00 pm",1295.55,2.4,62.4274,665,55,1349.85,198,10.6057,388.844,1.29555,1,1,367.858,4
"Jan 3, 03:00 pm",506,2.6,72.6413,382,31,539.199,64,4.94108,163.923,0.506,1,1,143.366,5.2
"Jan 3, 04:00 pm",0,2.8,78.3706,19,0,10.0428,0,1.69322,3.83005,0,1,3,2.63351,5.2
"Jan 3, 05:00 pm",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,5.2
"Jan 3, 06:00 pm",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,5.7
"Jan 3, 07:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,5.7
"Jan 3, 08:00 pm",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,5.7
"Jan 3, 09:00 pm",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,5.4
"Jan 3, 10:00 pm",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,5.4
"Jan 3, 11:00 pm",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,5.4
"Jan 4, 12:00 am",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,3.5
"Jan 4, 01:00 am",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,3.5
"Jan 4, 02:00 am",0,1.8,0,0,0,0,0,1.8,0,0,1,0,0,3.5
"Jan 4, 03:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,2.5
"Jan 4, 04:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,2.5
"Jan 4, 05:00 am",0,2,0,0,0,0,0,2,0,0,1,0,0,2.5
"Jan 4, 06:00 am",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,3.4
"Jan 4, 07:00 am",163.255,1.8,75.2706,202,6,189.07,16,1.43798,61.4347,0.163255,1,2,49.5261,3.4
"Jan 4, 08:00 am",990.563,2.2,66.436,568,51,1036.03,146,7.7559,301.534,0.990563,1,1,278.838,3.4
"Jan 4, 09:00 am",1667.22,2.7,57.1969,747,63,1733.46,271,12.6833,493.415,1.66722,1,1,476.759,4
"Jan 4, 10:00 am",2090.87,3.1,50.4805,817,69,2172.3,356,16.2513,618.078,2.09087,1,1,607.077,4
"Jan 4, 11:00 am",2256.65,3.7,47.4048,840,71,2344.49,393,18.2582,669.975,2.25665,1,1,661.188,4
"Jan 4, 12:00 pm",2196.84,4.2,48.6724,830,70,2282.34,377,16.435,648.009,2.19684,1,1,638.358,5.1
"Jan 4, 01:00 pm",1869.8,4.7,53.9759,783,66,1943.09,311,15.0829,553.99,1.8698,1,1,540.172,5.1
"Jan 4, 02:00 pm",1302.76,4.8,62.2798,668,56,1357.28,201,11.9094,392.904,1.30276,1,1,372.017,5.1
"Jan 4, 03:00 pm",511.155,4.8,72.4979,389,31,544.472,66,7.2909,167.059,0.511155,1,1,146.244,5
"Jan 4, 04:00 pm",0,4.9,78.3334,22,1,15.244,1,3.82147,5.41863,0,1,3,4.03378,5
"Jan 4, 05:00 pm",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,5
"Jan 4, 06:00 pm",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,4.4
"Jan 4, 07:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,4.4
"Jan 4, 08:00 pm",0,4,0,0,0,0,0,4,0,0,1,0,0,4.4
"Jan 4, 09:00 pm",0,4.1,0,0,0,0,0,4.1,0,0,1,0,0,5.1
"Jan 4, 10:00 pm",0,4.1,0,0,0,0,0,4.1,0,0,1,0,0,5.1
"Jan 4, 11:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,5.1
"Jan 5, 12:00 am",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,3.8
"Jan 5, 01:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,3.8
"Jan 5, 02:00 am",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,3.8
"Jan 5, 03:00 am",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,4.3
"Jan 5, 04:00 am",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,4.3
"Jan 5, 05:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,4.3
"Jan 5, 06:00 am",0,4.7,0,0,0,0,0,4.7,0,0,1,0,0,3.5
"Jan 5, 07:00 am",155.032,5,75.3041,203,5,180.683,16,4.6398,59.9585,0.155032,1,2,47.9792,3.5
"Jan 5, 08:00 am",975.183,5.2,66.4382,569,50,1020.23,146,10.6731,300.851,0.975183,1,1,278.112,3.5
"Jan 5, 09:00 am",1533.25,5.3,57.1688,544,120,1595.04,272,12.0672,449.595,1.53325,1,1,437.489,6.4
"Jan 5, 10:00 am",361.47,5.4,50.4152,0,106,391.425,106,6.48597,104.77,0.36147,1,1,104.77,6.4
"Jan 5, 11:00 am",504.332,6,47.3007,6,139,537.492,141,7.34588,144.466,0.504332,1,1,144.404,6.4
"Jan 5, 12:00 pm",2019.23,6.5,48.5386,620,149,2097.97,379,19.2368,601.444,2.01923,1,1,594.314,3.4
"Jan 5, 01:00 pm",1836.51,7,53.8272,785,65,1908.62,313,19.7731,555.704,1.83651,1,1,542.005,3.4
"Jan 5, 02:00 pm",1287.11,7.3,62.1279,673,55,1341.16,203,16.2614,395.664,1.28711,1,1,374.82,3.4
"Jan 5, 03:00 pm",515.34,7.7,72.3511,397,31,548.754,68,10.4017,170.529,0.51534,1,1,149.411,4.7
"Jan 5, 04:00 pm",0,8,78.2963,26,1,17.1823,1,6.9386,6.24397,0,1,3,4.60808,4.7
"Jan 5, 05:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,4.7
"Jan 5, 06:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,5.1
"Jan 5, 07:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,5.1
"Jan 5, 08:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,5.1
"Jan 5, 09:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,2.8
"Jan 5, 10:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,2.8
"Jan 5, 11:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,2.8
"Jan 6, 12:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,1.9
"Jan 6, 01:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,1.9
"Jan 6, 02:00 am",0,8.4,0,0,0,0,0,8.4,0,0,1,0,0,1.9
"Jan 6, 03:00 am",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,4.4
"Jan 6, 04:00 am",0,8.7,0,0,0,0,0,8.7,0,0,1,0,0,4.4
"Jan 6, 05:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,4.4
"Jan 6, 06:00 am",0,9.2,0,0,0,0,0,9.2,0,0,1,0,0,4.1
"Jan 6, 07:00 am",122.114,9.4,75.3366,112,10,147.115,16,8.82337,46.3947,0.122114,1,2,39.7791,4.1
"Jan 6, 08:00 am",810.607,10,66.4345,313,94,851.267,147,13.9568,247.964,0.810607,1,1,235.458,4.1
"Jan 6, 09:00 am",131.654,10.5,57.1342,0,45,156.843,45,10.326,42.6897,0.131654,1,1,42.6897,6
"Jan 6, 10:00 am",179.142,11.1,50.3428,0,59,205.276,59,10.896,56.0129,0.179142,1,1,56.0129,6
"Jan 6, 11:00 am",198.866,11.8,47.1894,0,65,225.399,65,11.7219,61.7283,0.198866,1,1,61.7283,6
"Jan 6, 12:00 pm",191.307,12.6,48.3981,0,63,217.687,63,12.5021,59.8228,0.191307,1,1,59.8228,5.8
"Jan 6, 01:00 pm",153.541,13.3,53.6729,0,52,179.163,52,13.0181,49.349,0.153541,1,1,49.349,5.8
"Jan 6, 02:00 pm",1113.7,13.6,61.9716,419,113,1162.63,206,18.5717,341.2,1.1137,1,1,328.35,5.8
"Jan 6, 03:00 pm",518.702,13.9,72.2012,404,33,552.195,71,16.1071,175.578,0.518702,1,1,154.217,6.5
"Jan 6, 04:00 pm",0,14.2,78.2593,30,1,18.8042,1,13.372,7.07433,0,1,3,5.18763,6.5
"Jan 6, 05:00 pm",0,14.2,0,0,0,0,0,14.2,0,0,1,0,0,6.5
"Jan 6, 06:00 pm",0,14.1,0,0,0,0,0,14.1,0,0,1,0,0,8.9
"Jan 6, 07:00 pm",0,14.1,0,0,0,0,0,14.1,0,0,1,0,0,8.9
"Jan 6, 08:00 pm",0,13,0,0,0,0,0,13,0,0,1,0,0,8.9
"Jan 6, 09:00 pm",0,11.9,0,0,0,0,0,11.9,0,0,1,0,0,9.4
"Jan 6, 10:00 pm",0,10.8,0,0,0,0,0,10.8,0,0,1,0,0,9.4
"Jan 6, 11:00 pm",0,9.8,0,0,0,0,0,9.8,0,0,1,0,0,9.4
"Jan 7, 12:00 am",0,8.8,0,0,0,0,0,8.8,0,0,1,0,0,7
"Jan 7, 01:00 am",0,7.8,0,0,0,0,0,7.8,0,0,1,0,0,7
"Jan 7, 02:00 am",0,7,0,0,0,0,0,7,0,0,1,0,0,7
"Jan 7, 03:00 am",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,8.4
"Jan 7, 04:00 am",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,8.4
"Jan 7, 05:00 am",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,8.4
"Jan 7, 06:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,7.4
"Jan 7, 07:00 am",156.235,3.9,75.368,205,5,181.911,16,3.70674,60.2324,0.156235,1,2,48.1126,7.4
"Jan 7, 08:00 am",998.058,3.9,66.425,573,51,1043.73,148,7.53961,303.529,0.998058,1,1,280.647,7.4
"Jan 7, 09:00 am",1696.4,3.9,57.0931,751,63,1763.63,274,10.3324,496.665,1.6964,1,1,480.042,8.2
"Jan 7, 10:00 am",2147.14,3.9,50.2633,820,70,2230.72,362,12.3469,623.458,2.14714,1,1,612.606,8.2
"Jan 7, 11:00 am",2332.71,4.1,47.0709,844,72,2423.58,400,13.4447,677.409,2.33271,1,1,668.827,8.2
"Jan 7, 12:00 pm",2237.96,4.3,48.251,836,71,2325.07,385,15.7592,657.718,2.23796,1,1,648.33,5.8
"Jan 7, 01:00 pm",1908.68,4.5,53.5131,789,66,1983.37,319,14.2254,562.702,1.90868,1,1,549.254,5.8
"Jan 7, 02:00 pm",1346.66,4.2,61.8112,680,56,1402.53,209,10.9257,403.396,1.34666,1,1,382.752,5.8
"Jan 7, 03:00 pm",554.599,4,72.0481,411,34,588.931,74,7.2904,179.779,0.554599,1,1,158.185,3.9
"Jan 7, 04:00 pm",0,3.7,78.2225,34,0,18.2482,1,2.54624,6.9398,0,1,3,4.80255,3.9
"Jan 7, 05:00 pm",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,3.9
"Jan 7, 06:00 pm",0,3.2,0,0,0,0,0,3.2,0,0,1,0,0,2.8
"Jan 7, 07:00 pm",0,3,0,0,0,0,0,3,0,0,1,0,0,2.8
"Jan 7, 08:00 pm",0,2.6,0,0,0,0,0,2.6,0,0,1,0,0,2.8
"Jan 7, 09:00 pm",0,2.3,0,0,0,0,0,2.3,0,0,1,0,0,2.2
"Jan 7, 10:00 pm",0,2,0,0,0,0,0,2,0,0,1,0,0,2.2
"Jan 7, 11:00 pm",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,2.2
"Jan 8, 12:00 am",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,2
"Jan 8, 01:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,2
"Jan 8, 02:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,2
"Jan 8, 03:00 am",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,5
"Jan 8, 04:00 am",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,5
"Jan 8, 05:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,5
"Jan 8, 06:00 am",0,3,0,0,0,0,0,3,0,0,1,0,0,6.5
"Jan 8, 07:00 am",132.249,3.4,75.3984,114,11,157.449,17,2.97929,48.2595,0.132249,1,2,41.5138,6.5
"Jan 8, 08:00 am",844.645,3.8,66.4095,316,95,886.192,149,6.83281,250.165,0.844645,1,1,237.557,6.5
"Jan 8, 09:00 am",139.529,4.1,57.0453,0,46,164.873,46,3.89336,43.6411,0.139529,1,1,43.6411,7.3
"Jan 8, 10:00 am",553.699,4.4,50.1767,24,139,588.01,148,5.76412,157.214,0.553699,1,1,156.899,7.3
"Jan 8, 11:00 am",209.244,4.7,46.9453,0,66,235.988,66,4.70002,62.6812,0.209244,1,1,62.6812,7.3
"Jan 8, 12:00 pm",202.2,4.9,48.0975,0,64,228.8,64,4.71336,60.7755,0.2022,1,1,60.7755,3.9
"Jan 8, 01:00 pm",170.488,5.2,53.3481,0,55,196.448,55,4.81629,52.2049,0.170488,1,1,52.2049,3.9
"Jan 8, 02:00 pm",100.11,6,61.6468,0,35,124.681,35,5.17076,33.1837,0.10011,1,1,33.1837,3.9
"Jan 8, 03:00 pm",469.963,6.8,71.892,229,54,502.335,77,8.90806,147.833,0.469963,1,1,135.879,2.1
"Jan 8, 04:00 pm",0,7.6,78.1858,21,1,14.7782,1,6.15412,5.26934,0,1,3,3.94991,2.1
"Jan 8, 05:00 pm",0,7.2,0,0,0,0,0,7.2,0,0,1,0,0,2.1
"Jan 8, 06:00 pm",0,6.9,0,0,0,0,0,6.9,0,0,1,0,0,4.1
"Jan 8, 07:00 pm",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,4.1
"Jan 8, 08:00 pm",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,4.1
"Jan 8, 09:00 pm",0,4.9,0,0,0,0,0,4.9,0,0,1,0,0,6.7
"Jan 8, 10:00 pm",0,4.2,0,0,0,0,0,4.2,0,0,1,0,0,6.7
"Jan 8, 11:00 pm",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,6.7
"Jan 9, 12:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,5
"Jan 9, 01:00 am",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,5
"Jan 9, 02:00 am",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,5
"Jan 9, 03:00 am",0,2.5,0,0,0,0,0,2.5,0,0,1,0,0,4.9
"Jan 9, 04:00 am",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,4.9
"Jan 9, 05:00 am",0,1.9,0,0,0,0,0,1.9,0,0,1,0,0,4.9
"Jan 9, 06:00 am",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,6.2
"Jan 9, 07:00 am",166.233,1.3,75.4276,209,6,192.108,17,1.10167,62.6277,0.166233,1,2,50.2502,6.2
"Jan 9, 08:00 am",1013.1,1.5,66.3881,577,51,1059.19,150,5.58532,305.402,1.0131,1,1,282.407,6.2
"Jan 9, 09:00 am",1716.24,1.7,56.991,754,63,1784.15,277,9.00589,499.382,1.71624,1,1,482.812,6.8
"Jan 9, 10:00 am",2146.44,2,50.083,795,80,2230,366,11.5061,620.501,2.14644,1,1,610.131,6.8
"Jan 9, 11:00 am",2145.59,2.4,46.8125,718,90,2229.12,372,12.0094,618.392,2.1456,1,1,611.25,6.8
"Jan 9, 12:00 pm",2128.65,2.8,47.9374,626,153,2211.52,391,12.54,614.701,2.12865,1,1,607.854,6.6
"Jan 9, 01:00 pm",896.263,3.2,53.1777,150,142,939.175,191,6.93185,254.36,0.896263,1,1,251.868,6.6
"Jan 9, 02:00 pm",288.222,3,61.4783,9,79,316.606,81,3.46629,83.9189,0.288222,1,1,83.6514,6.6
"Jan 9, 03:00 pm",491.151,2.8,71.7331,235,55,524.008,79,4.60457,151.311,0.491151,1,1,139.126,4.3
"Jan 9, 04:00 pm",0,2.6,78.1494,24,1,16.7666,1,1.40466,5.89851,0,1,3,4.39131,4.3
"Jan 9, 05:00 pm",0,2.2,0,0,0,0,0,2.2,0,0,1,0,0,4.3
"Jan 9, 06:00 pm",0,1.7,0,0,0,0,0,1.7,0,0,1,0,0,6.2
"Jan 9, 07:00 pm",0,1.3,0,0,0,0,0,1.3,0,0,1,0,0,6.2
"Jan 9, 08:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,6.2
"Jan 9, 09:00 pm",0,1.1,0,0,0,0,0,1.1,0,0,1,0,0,3.5
"Jan 9, 10:00 pm",0,1,0,0,0,0,0,1,0,0,1,0,0,3.5
"Jan 9, 11:00 pm",0,1.2,0,0,0,0,0,1.2,0,0,1,0,0,3.5
"Jan 10, 12:00 am",0,1.4,0,0,0,0,0,1.4,0,0,1,0,0,3.4
"Jan 10, 01:00 am",0,1.6,0,0,0,0,0,1.6,0,0,1,0,0,3.4
"Jan 10, 02:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,3.4
"Jan 10, 03:00 am",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,3.9
"Jan 10, 04:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,3.9
"Jan 10, 05:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,3.9
"Jan 10, 06:00 am",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,6
"Jan 10, 07:00 am",171.266,-2.8,75.4556,212,6,197.242,17,-3.00491,63.2786,0.171266,1,2,50.7133,6
"Jan 10, 08:00 am",1034.51,-2.3,66.3608,580,51,1081.2,151,1.87928,306.824,1.03451,1,1,283.744,6
"Jan 10, 09:00 am",1743.15,-1.8,56.9302,756,64,1811.99,280,6.80225,502.208,1.74315,1,1,485.665,5.3
"Jan 10, 10:00 am",2191.92,-1.3,49.9824,825,70,2277.23,368,10.0243,629.675,2.19192,1,1,619.001,5.3
"Jan 10, 11:00 am",2380.88,-1.1,46.6726,849,72,2473.7,407,11.4703,685.046,2.38088,1,1,676.7,5.3
"Jan 10, 12:00 pm",2347.01,-0.9,47.771,841,72,2438.46,394,8.4721,667.412,2.34701,1,1,658.34,8
"Jan 10, 01:00 pm",2012.05,-0.8,53.0022,797,67,2090.53,329,7.18189,574.313,2.01205,1,1,561.246,8
"Jan 10, 02:00 pm",1419.79,-1.3,61.3061,692,57,1477.94,219,4.19977,412.059,1.41979,1,1,391.717,8
"Jan 10, 03:00 pm",614.573,-1.8,71.5713,434,36,650.334,82,1.15398,192.497,0.614573,1,1,170.148,5.1
"Jan 10, 04:00 pm",7.72375,-2.3,78.1131,48,1,30.5397,2,-3.2543,10.8569,0.00772375,1,3,7.84398,5.1
"Jan 10, 05:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,5.1
"Jan 10, 06:00 pm",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,7.3
"Jan 10, 07:00 pm",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,7.3
"Jan 10, 08:00 pm",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,7.3
"Jan 10, 09:00 pm",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,6.7
"Jan 10, 10:00 pm",0,-7.3,0,0,0,0,0,-7.3,0,0,1,0,0,6.7
"Jan 10, 11:00 pm",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,6.7
"Jan 11, 12:00 am",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,6.9
"Jan 11, 01:00 am",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,6.9
"Jan 11, 02:00 am",0,-7.8,0,0,0,0,0,-7.8,0,0,1,0,0,6.9
"Jan 11, 03:00 am",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,5.5
"Jan 11, 04:00 am",0,-8.5,0,0,0,0,0,-8.5,0,0,1,0,0,5.5
"Jan 11, 05:00 am",0,-8.9,0,0,0,0,0,-8.9,0,0,1,0,0,5.5
"Jan 11, 06:00 am",0,-9.2,0,0,0,0,0,-9.2,0,0,1,0,0,3.6
"Jan 11, 07:00 am",177.888,-9.6,75.4825,214,6,203.997,18,-9.91245,63.6807,0.177888,1,2,50.9871,3.6
